,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Meta_scores,User_scores
3408,7223,Tetris Worlds,GC,2002,Puzzle,THQ,0.17,0.04,0.0,0.01,0.22,47,4.2
3409,7231,Age of Empires: Mythologies,DS,2008,Strategy,THQ,0.17,0.03,0.0,0.02,0.22,78,7.1
3410,7232,Viewtiful Joe 2,GC,2004,Action,Capcom,0.17,0.04,0.0,0.01,0.22,86,8.0
3411,7239,Touch the Dead,DS,2007,Shooter,Eidos Interactive,0.2,0.0,0.0,0.02,0.22,56,5.8
3412,7242,Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,D3Publisher,0.11,0.09,0.0,0.02,0.22,61,8.7
3413,7244,G.I. Joe: The Rise of Cobra,Wii,2009,Action,Electronic Arts,0.17,0.03,0.0,0.02,0.22,51,tbd
3414,7246,Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,0.13,0.07,0.0,0.02,0.22,61,6.3
3415,7249,All-Star Baseball 2002,GC,2001,Sports,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,66,6.3
3416,7252,Capcom vs. SNK,DC,2000,Fighting,Virgin Interactive,0.0,0.0,0.22,0.0,0.22,80,8.6
3417,7253,NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.19,0.01,0.0,0.02,0.22,51,5.9
3418,7256,Transformers: Devastation,PS4,2015,Action,Activision,0.1,0.08,0.0,0.04,0.22,77,7.7
3419,7258,From Russia With Love,GC,2005,Action,Electronic Arts,0.17,0.04,0.0,0.01,0.22,70,8.7
3420,7261,Pinball Hall of Fame: The Williams Collection,PS3,2009,Misc,Crave Entertainment,0.2,0.0,0.0,0.02,0.22,82,7.9
3421,7263,NFL Quarterback Club 2002,PS2,2001,Sports,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,67,7.8
3422,7265,NCAA Basketball 09,X360,2008,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,70,5.6
3423,7266,Full Auto,X360,2006,Shooter,Sega,0.19,0.01,0.0,0.02,0.22,70,7.7
3424,7267,Dead Island,PC,2011,Action,Deep Silver,0.12,0.07,0.0,0.03,0.22,80,6.9
3425,7271,Rugby 2004,PS2,2003,Sports,Electronic Arts,0.11,0.08,0.0,0.03,0.22,61,6.8
3426,7273,Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22,54,6.4
3427,7274,NBA 06,PSP,2005,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.22,72,5.4
3428,7276,Shin Megami Tensei: Persona,PSP,2009,Role-Playing,Atlus,0.08,0.0,0.13,0.01,0.22,78,4.5
3429,7279,Madden NFL 07,DS,2006,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,70,6.5
3430,7281,NFL 2K3,GC,2002,Sports,Sega,0.17,0.04,0.0,0.01,0.22,92,6.5
3431,7285,Samurai Jack: The Amulet of Time,GBA,2003,Platform,Zoo Digital Publishing,0.16,0.06,0.0,0.0,0.22,63,5.9
3432,7290,Lost Planet 3,PS3,2013,Shooter,Capcom,0.07,0.06,0.06,0.03,0.22,61,5.8
3433,7291,Order Up!,Wii,2008,Misc,Zoo Digital Publishing,0.19,0.01,0.0,0.02,0.22,76,8.6
3434,7292,Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.22,69,7.8
3435,7294,NBA Live 14,PS4,2013,Sports,Electronic Arts,0.14,0.05,0.0,0.03,0.22,43,2.6
3436,7295,Scooby-Doo! Mystery Mayhem,GC,2004,Action,THQ,0.17,0.04,0.0,0.01,0.22,54,7.0
3437,7299,Britney's Dance Beat,GBA,2002,Misc,THQ,0.15,0.06,0.0,0.0,0.22,53,8.1
3438,7300,Shrek SuperSlam,GC,2005,Action,Activision,0.17,0.04,0.0,0.01,0.22,70,6.0
3439,7301,Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,0.06,0.13,0.0,0.02,0.22,52,5.8
3440,7302,Over G Fighters,X360,2006,Simulation,Ubisoft,0.19,0.01,0.0,0.02,0.22,49,6.2
3441,7304,Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.07,0.0,0.03,0.22,66,5.6
3442,7306,Herdy Gerdy,PS2,2002,Adventure,Eidos Interactive,0.11,0.08,0.0,0.03,0.22,69,5.1
3443,7307,Armored Core V,X360,2012,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.22,68,7.1
3444,7308,EVE Online,PC,2003,Role-Playing,CCP,0.0,0.19,0.0,0.02,0.22,69,7.1
3445,7310,Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,0.17,0.02,0.02,0.02,0.22,83,7.9
3446,7313,Lords of the Fallen,XOne,2014,Role-Playing,Square Enix,0.1,0.1,0.0,0.02,0.22,71,6.6
3447,7315,Dark Summit,PS2,2001,Sports,THQ,0.11,0.08,0.0,0.03,0.21,67,tbd
3448,7321,The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,0.11,0.08,0.0,0.03,0.21,52,6.4
3449,7325,Crash 'N' Burn,PS2,2004,Racing,Eidos Interactive,0.11,0.08,0.0,0.03,0.21,63,8.4
3450,7326,NBA,PSP,2005,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.21,57,6.9
3451,7337,Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,79,7.4
3452,7340,College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,0.2,0.0,0.0,0.02,0.21,82,8.2
3453,7345,UFC Undisputed 2010,PSP,2010,Fighting,THQ,0.11,0.07,0.0,0.04,0.21,74,7.0
3454,7346,Baja: Edge of Control,PS3,2008,Racing,THQ,0.1,0.08,0.0,0.04,0.21,61,4.4
3455,7347,Wild Wild Racing,PS2,2000,Racing,Interplay,0.1,0.08,0.0,0.03,0.21,64,tbd
3456,7349,The Bard's Tale,PS2,2004,Role-Playing,Ubisoft,0.1,0.08,0.0,0.03,0.21,76,7.8
3457,7350,NCAA March Madness 08,X360,2007,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,69,tbd
3458,7352,Robotech: The Macross Saga,GBA,2002,Shooter,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,61,6.4
3459,7356,Conflict Zone,PS2,2002,Strategy,Ubisoft,0.1,0.08,0.0,0.03,0.21,47,7.4
3460,7357,Tony Hawk's American Sk8land,DS,2005,Sports,Activision,0.19,0.01,0.0,0.02,0.21,84,7.8
3461,7358,de Blob 2,PS3,2011,Platform,THQ,0.11,0.07,0.0,0.03,0.21,74,7.2
3462,7360,BloodRayne,XB,2002,Shooter,Universal Interactive,0.16,0.05,0.0,0.01,0.21,76,7.9
3463,7362,50 Cent: Blood on the Sand,X360,2009,Shooter,THQ,0.12,0.07,0.0,0.02,0.21,71,6.3
3464,7364,NHL 2K6,XB,2005,Sports,Take-Two Interactive,0.16,0.05,0.0,0.01,0.21,83,7.5
3465,7365,Tenchu: Return From Darkness,XB,2004,Action,Activision,0.16,0.05,0.0,0.01,0.21,70,7.1
3466,7366,World Poker Tour,PS2,2005,Misc,Take-Two Interactive,0.1,0.08,0.0,0.03,0.21,60,8.7
3467,7367,Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,0.07,0.12,0.0,0.02,0.21,40,4.8
3468,7368,Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,65,7.5
3469,7369,MVP Baseball,PSP,2005,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,67,7.7
3470,7370,GRID Autosport,PS3,2014,Racing,Codemasters,0.05,0.11,0.01,0.04,0.21,75,6.5
3471,7378,G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,0.11,0.07,0.0,0.03,0.21,43,4.8
3472,7379,Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,0.18,0.01,0.0,0.02,0.21,67,7.5
3473,7380,Viewtiful Joe 2,PS2,2004,Action,Capcom,0.1,0.08,0.0,0.03,0.21,85,7.7
3474,7382,Pac-Man World 3,PS2,2005,Platform,Namco Bandai Games,0.1,0.08,0.0,0.03,0.21,63,5.4
3475,7390,Marvel Super Hero Squad,PSP,2009,Fighting,THQ,0.17,0.02,0.0,0.02,0.21,51,tbd
3476,7391,The Chronicles of Narnia: Prince Caspian,DS,2008,Action,Disney Interactive Studios,0.19,0.01,0.0,0.02,0.21,54,4.0
3477,7393,HBO Boxing,PS,2000,Fighting,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.21,26,4.0
3478,7395,Darkwatch,XB,2005,Shooter,Ubisoft,0.16,0.05,0.0,0.01,0.21,75,8.1
3479,7402,Namco Museum Megamix,Wii,2010,Misc,Namco Bandai Games,0.2,0.0,0.0,0.01,0.21,53,8.7
3480,7404,Hot Shots Tennis: Get a Grip,PSP,2010,Sports,Sony Computer Entertainment,0.06,0.0,0.13,0.01,0.21,80,8.2
3481,7405,Summoner 2,PS2,2002,Role-Playing,THQ,0.1,0.08,0.0,0.03,0.21,76,8.4
3482,7407,Shadow of Destiny,PS2,2001,Adventure,Konami Digital Entertainment,0.09,0.07,0.03,0.02,0.21,78,8.2
3483,7419,Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,0.13,0.07,0.0,0.02,0.21,69,7.4
3484,7422,SBK Superbike World Championship,X360,2008,Racing,Black Bean Games,0.06,0.14,0.0,0.01,0.21,63,8.0
3485,7430,Vampire Rain,X360,2007,Action,Microsoft Game Studios,0.18,0.0,0.01,0.01,0.21,38,3.1
3486,7431,Way of the Samurai 3,X360,2009,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21,55,7.3
3487,7432,Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,81,8.8
3488,7433,Unreal II: The Awakening,XB,2004,Shooter,Atari,0.17,0.04,0.0,0.01,0.21,64,5.5
3489,7434,Rumble Racing,PS2,2001,Racing,Electronic Arts,0.1,0.08,0.0,0.03,0.21,85,8.2
3490,7436,Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,0.09,0.0,0.1,0.01,0.21,74,7.6
3491,7437,Batman Begins,XB,2005,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,65,7.4
3492,7440,Shrek: Reekin' Havoc,GBA,2003,Platform,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,57,tbd
3493,7443,JSRF: Jet Set Radio Future,XB,2002,Action,Sega,0.13,0.04,0.03,0.01,0.21,88,8.4
3494,7444,NHL Hitz 20-02,GC,2001,Sports,Midway Games,0.16,0.04,0.0,0.01,0.21,79,8.6
3495,7446,NCAA Football 2003,GC,2002,Sports,Electronic Arts,0.16,0.04,0.0,0.01,0.21,91,6.0
3496,7450,Project: Snowblind,PS2,2005,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,78,8.0
3497,7451,Tony Hawk's Motion,DS,2008,Sports,Activision,0.19,0.0,0.0,0.02,0.21,39,tbd
3498,7453,Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,0.12,0.08,0.0,0.01,0.21,28,2.8
3499,7456,Dragon Ball Z: Harukanaru Densetsu,DS,2007,Role-Playing,Namco Bandai Games,0.19,0.0,0.0,0.02,0.21,57,6.6
3500,7457,Wacky Races: Crash & Dash,DS,2008,Racing,Eidos Interactive,0.19,0.0,0.0,0.01,0.21,41,6.0
3501,7461,Evil Dead: Regeneration,PS2,2005,Action,THQ,0.1,0.08,0.0,0.03,0.21,68,8.6
3502,7462,Dead to Rights: Retribution,X360,2010,Shooter,Namco Bandai Games,0.11,0.08,0.0,0.02,0.21,61,7.0
3503,7463,NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,67,7.1
3504,7464,NHL 2003,XB,2002,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.21,80,7.4
3505,7468,Tiger Woods PGA Tour,PSP,2005,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,78,7.4
3506,7470,NHL 2K3,PS2,2002,Sports,Sega,0.1,0.08,0.0,0.03,0.21,89,7.8
3507,7475,Final Fight One,GBA,2001,Fighting,Ubisoft,0.09,0.03,0.08,0.0,0.21,82,7.9
3508,7480,Dawn of Discovery,Wii,2009,Simulation,Ubisoft,0.13,0.06,0.0,0.02,0.21,81,8.5
3509,7482,Outlaw Golf 2,XB,2004,Sports,Global Star,0.15,0.04,0.0,0.01,0.21,74,tbd
3510,7486,Defiance,PC,2013,Shooter,Trion Worlds,0.14,0.04,0.0,0.02,0.21,64,6.6
3511,7491,Dragon Ball Z: Sagas,GC,2005,Fighting,Atari,0.16,0.04,0.0,0.01,0.21,48,7.0
3512,7492,Kung Fu Rider,PS3,2010,Action,Sony Computer Entertainment,0.06,0.1,0.01,0.04,0.21,36,4.6
3513,7494,X2: Wolverine's Revenge,XB,2003,Platform,Activision,0.15,0.04,0.0,0.01,0.21,58,6.2
3514,7497,Thrillville,PSP,2006,Strategy,Atari,0.18,0.0,0.0,0.02,0.2,72,3.0
3515,7504,Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,0.17,0.01,0.0,0.02,0.2,64,6.6
3516,7506,WWE All Stars,Wii,2011,Fighting,THQ,0.11,0.07,0.0,0.02,0.2,68,7.2
3517,7509,You Don't Know Jack,X360,2011,Misc,THQ,0.19,0.0,0.0,0.01,0.2,82,7.9
3518,7510,Chronicles of Mystery: Curse of the Ancient Temple,DS,2009,Adventure,City Interactive,0.07,0.11,0.0,0.02,0.2,57,tbd
3519,7511,NBA Live 15,XOne,2014,Sports,Electronic Arts,0.17,0.02,0.0,0.02,0.2,53,6.9
3520,7512,Capcom Fighting Evolution,PS2,2004,Fighting,Capcom,0.1,0.08,0.0,0.03,0.2,57,5.0
3521,7513,Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,0.16,0.03,0.0,0.01,0.2,54,6.1
3522,7516,NASCAR Heat 2002,XB,2001,Racing,Infogrames,0.15,0.04,0.0,0.01,0.2,78,tbd
3523,7519,DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,0.11,0.08,0.0,0.02,0.2,63,6.7
3524,7523,Two Worlds II,PC,2011,Role-Playing,Unknown,0.09,0.09,0.0,0.03,0.2,75,6.4
3525,7524,Suikoden Tactics,PS2,2005,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2,68,8.3
3526,7525,NCAA March Madness 06,XB,2005,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,76,7.2
3527,7526,Major League Baseball 2K11,PS3,2011,Sports,Take-Two Interactive,0.15,0.03,0.0,0.02,0.2,72,6.3
3528,7527,Mobile Suit Gundam: Crossfire,PS3,2006,Simulation,Namco Bandai Games,0.06,0.0,0.14,0.01,0.2,33,4.9
3529,7529,Crazy Taxi 3: High Roller,XB,2002,Racing,Sega,0.14,0.04,0.02,0.01,0.2,69,8.0
3530,7532,Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Interactive,0.15,0.04,0.0,0.01,0.2,87,6.2
3531,7534,"Warhammer 40,000: Space Marine",PC,2011,Shooter,THQ,0.09,0.09,0.0,0.03,0.2,74,7.5
3532,7545,Arcana Heart 3,PS3,2011,Fighting,PQube,0.04,0.05,0.1,0.02,0.2,73,6.8
3533,7549,MLB 10: The Show,PSP,2010,Sports,Sony Computer Entertainment,0.19,0.0,0.0,0.02,0.2,79,6.8
3534,7557,Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,Namco Bandai Games,0.13,0.03,0.03,0.02,0.2,65,7.6
3535,7558,Spectrobes: Origins,Wii,2009,Role-Playing,Disney Interactive Studios,0.16,0.02,0.0,0.02,0.2,71,8.3
3536,7559,Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,63,7.4
3537,7560,Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,0.1,0.08,0.0,0.03,0.2,70,8.3
3538,7561,Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,Activision,0.16,0.03,0.0,0.02,0.2,65,6.4
3539,7563,Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.1,0.08,0.0,0.02,0.2,74,7.0
3540,7565,Le Mans 24 Hours,PS2,2001,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2,75,7.5
3541,7566,XCOM 2,PC,2016,Strategy,Take-Two Interactive,0.09,0.1,0.0,0.02,0.2,88,7.3
3542,7572,Clive Barker's Jericho,PS3,2007,Shooter,Codemasters,0.17,0.01,0.0,0.02,0.2,60,7.3
3543,7574,Captain America: Super Soldier,PS3,2011,Action,Sega,0.1,0.07,0.0,0.03,0.2,61,7.5
3544,7575,MLB 12: The Show,PSV,2012,Sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,76,7.7
3545,7577,NHL 17,PS4,2016,Sports,Electronic Arts,0.13,0.04,0.0,0.04,0.2,78,5.7
3546,7581,NBA 2K2,XB,2002,Sports,Sega,0.15,0.04,0.0,0.01,0.2,90,7.6
3547,7582,X2: Wolverine's Revenge,GBA,2003,Platform,Activision,0.14,0.05,0.0,0.0,0.2,72,7.0
3548,7584,Cars,XB,2006,Racing,THQ,0.15,0.04,0.0,0.01,0.2,70,8.2
3549,7587,Spy Hunter,GC,2002,Racing,Midway Games,0.16,0.04,0.0,0.01,0.2,71,8.0
3550,7588,Warriors Orochi,PSP,2008,Action,Tecmo Koei,0.02,0.0,0.18,0.0,0.2,62,6.5
3551,7589,Dead to Rights II,PS2,2005,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.2,51,5.4
3552,7590,Super Dodge Ball Advance,GBA,2001,Sports,Ubisoft,0.14,0.05,0.0,0.0,0.2,79,7.8
3553,7592,Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2,74,7.4
3554,7596,Treasure World,DS,2009,Simulation,Aspyr,0.19,0.0,0.0,0.01,0.2,68,tbd
3555,7597,Front Mission Evolved,X360,2010,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2,58,6.3
3556,7600,Monster Jam,X360,2007,Racing,Activision,0.18,0.0,0.0,0.02,0.2,43,6.4
3557,7601,Afro Samurai,PS3,2009,Action,Atari,0.12,0.05,0.0,0.03,0.2,65,6.3
3558,7603,Zone of the Enders HD Collection,X360,2012,Simulation,Konami Digital Entertainment,0.14,0.04,0.01,0.02,0.2,75,7.9
3559,7604,Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,Electronic Arts,0.15,0.04,0.0,0.01,0.2,70,8.7
3560,7611,MVP Baseball 2003,XB,2003,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,82,7.7
3561,7614,NCAA Final Four 2004,PS2,2003,Sports,Sony Computer Entertainment,0.1,0.08,0.0,0.03,0.2,45,tbd
3562,7615,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,Disney Interactive Studios,0.15,0.04,0.0,0.01,0.2,72,6.4
3563,7623,Body Harvest,N64,1998,Shooter,Gremlin Interactive Ltd,0.16,0.04,0.0,0.0,0.2,73,7.9
3564,7627,NBA 07,PSP,2006,Sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,68,7.0
3565,7631,Code of Princess,3DS,2012,Action,Agatsuma Entertainment,0.16,0.0,0.03,0.01,0.2,67,7.4
3566,7632,Tomb Raider: Underworld,DS,2008,Action,Eidos Interactive,0.16,0.03,0.0,0.02,0.2,70,8.0
3567,7633,The Con,PSP,2005,Fighting,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,63,7.2
3568,7634,Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,0.09,0.08,0.0,0.03,0.2,32,1.5
3569,7642,UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,0.08,0.09,0.0,0.04,0.2,65,2.4
3570,7643,Total War: Shogun 2 - Fall of the Samurai,PC,2012,Strategy,Sega,0.07,0.1,0.0,0.03,0.2,86,8.4
3571,7645,Mat Hoffman's Pro BMX 2,XB,2002,Sports,Activision,0.15,0.04,0.0,0.01,0.2,75,tbd
3572,7647,Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,58,7.0
3573,7648,From Russia With Love,XB,2005,Action,Electronic Arts,0.15,0.04,0.0,0.01,0.2,71,7.9
3574,7656,Grandia II,DC,2000,Role-Playing,Ubisoft,0.0,0.0,0.2,0.0,0.2,90,8.5
3575,7661,Shark Tale,XB,2004,Action,Activision,0.15,0.04,0.0,0.01,0.2,67,tbd
3576,7662,NFL Street 2,GC,2004,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,77,7.6
3577,7664,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2,53,6.9
3578,7666,Soldier of Fortune: Payback,X360,2007,Shooter,Activision,0.18,0.01,0.0,0.01,0.2,50,5.4
3579,7669,Gladius,PS2,2003,Strategy,Activision,0.1,0.08,0.0,0.03,0.2,78,8.3
3580,7671,Dave Mirra Freestyle BMX 2,XB,2001,Sports,Acclaim Entertainment,0.15,0.04,0.0,0.01,0.2,76,7.0
3581,7672,Spore Hero Arena,DS,2009,Simulation,Electronic Arts,0.18,0.0,0.0,0.01,0.2,49,2.2
3582,7677,Baja: Edge of Control,X360,2008,Racing,THQ,0.12,0.06,0.0,0.02,0.2,65,6.9
3583,7678,Sid Meier's Pirates!,PSP,2007,Strategy,Take-Two Interactive,0.16,0.01,0.0,0.02,0.2,82,8.4
3584,7680,Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,0.1,0.08,0.0,0.03,0.2,77,8.1
3585,7682,Harry Potter and the Goblet of Fire,PSP,2005,Action,Electronic Arts,0.17,0.01,0.0,0.02,0.2,70,6.9
3586,7684,South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.07,0.1,0.0,0.02,0.2,85,8.6
3587,7686,Tetris Worlds (Online Edition),XB,2003,Puzzle,THQ,0.15,0.04,0.0,0.01,0.2,62,tbd
3588,7689,Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,0.1,0.08,0.0,0.03,0.2,71,7.1
3589,7692,Resident Evil: Revelations,WiiU,2013,Action,Capcom,0.07,0.08,0.03,0.01,0.2,80,7.8
3590,7694,Looney Tunes: Space Race,PS2,2002,Racing,Infogrames,0.1,0.08,0.0,0.03,0.2,62,6.6
3591,7698,Playboy: The Mansion,PS2,2005,Simulation,Ubisoft,0.1,0.08,0.0,0.03,0.2,59,7.7
3592,7703,Tiger Woods PGA Tour 06,PSP,2005,Sports,Electronic Arts,0.18,0.0,0.0,0.01,0.2,80,7.9
3593,7704,Conan,X360,2007,Action,THQ,0.16,0.02,0.0,0.02,0.2,69,7.4
3594,7707,Warriors Orochi,X360,2007,Action,Tecmo Koei,0.17,0.01,0.0,0.02,0.2,53,7.4
3595,7708,MC Groovz Dance Craze,GC,2004,Misc,Mad Catz,0.15,0.04,0.0,0.01,0.2,42,6.8
3596,7709,The Thing,XB,2002,Adventure,Vivendi Games,0.15,0.04,0.0,0.01,0.2,78,6.4
3597,7713,X-Men Origins: Wolverine,DS,2009,Action,Activision,0.15,0.03,0.0,0.02,0.2,55,8.5
3598,7716,Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,Virgin Interactive,0.15,0.04,0.0,0.01,0.2,83,8.5
3599,7717,Family Guy,PSP,2006,Action,Take-Two Interactive,0.18,0.0,0.0,0.02,0.2,51,6.2
3600,7718,Prince of Persia: Warrior Within,GC,2004,Action,Ubisoft,0.15,0.04,0.0,0.01,0.2,83,8.1
3601,7723,Mega Man Legacy Collection,3DS,2016,Platform,Capcom,0.13,0.0,0.05,0.02,0.2,77,8.4
3602,7724,Predator: Concrete Jungle,PS2,2005,Action,Vivendi Games,0.1,0.07,0.0,0.03,0.2,47,8.8
3603,7727,Big Mutha Truckers 2,PS2,2005,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2,51,2.5
3604,7731,Zombie Army Trilogy,PS4,2015,Shooter,Rebellion Developments,0.04,0.12,0.0,0.03,0.2,62,7.1
3605,7732,NHL FaceOff 2001,PS2,2001,Sports,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.2,57,4.0
3606,7734,The Great Escape,PS2,2003,Action,SCi,0.1,0.07,0.0,0.02,0.2,57,7.8
3607,7737,DiRT Showdown,PS3,2012,Racing,Codemasters,0.02,0.13,0.0,0.04,0.19,75,6.6
3608,7746,Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19,82,8.5
3609,7748,Silent Hill HD Collection,X360,2012,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,69,5.7
3610,7750,Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,0.08,0.09,0.0,0.02,0.19,52,4.5
3611,7751,Saw II: Flesh & Blood,PS3,2010,Action,Konami Digital Entertainment,0.1,0.07,0.0,0.03,0.19,45,6.2
3612,7752,Ice Age: Dawn of the Dinosaurs,PS3,2009,Action,Activision,0.13,0.04,0.0,0.02,0.19,67,7.6
3613,7753,Sniper Elite,PS2,2005,Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19,76,8.3
3614,7761,The Spiderwick Chronicles,Wii,2008,Action,Vivendi Games,0.17,0.01,0.0,0.01,0.19,62,tbd
3615,7764,Ice Age 2: The Meltdown,GC,2006,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,67,8.0
3616,7766,Enchanted Arms,X360,2006,Role-Playing,Ubisoft,0.16,0.02,0.0,0.02,0.19,69,6.9
3617,7767,Dinotopia: The Timestone Pirates,GBA,2002,Action,TDK Core,0.14,0.05,0.0,0.0,0.19,64,8.4
3618,7770,The Sims 4: Get Together,PC,2015,Simulation,Electronic Arts,0.05,0.13,0.0,0.01,0.19,72,7.1
3619,7772,Pac-Man & Galaga Dimensions,3DS,2011,Misc,Namco Bandai Games,0.1,0.04,0.04,0.01,0.19,60,7.1
3620,7773,Quantum Theory,PS3,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,43,5.1
3621,7774,Manhunt,XB,2004,Action,Take-Two Interactive,0.14,0.04,0.0,0.01,0.19,74,7.9
3622,7775,NCAA Final Four 2003,PS2,2002,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,57,tbd
3623,7776,Air Conflicts: Secret Wars,PS3,2011,Simulation,bitComposer Games,0.1,0.06,0.0,0.03,0.19,51,7.3
3624,7780,Disgaea DS,DS,2008,Role-Playing,Square Enix,0.11,0.02,0.05,0.01,0.19,82,8.1
3625,7781,Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,Ubisoft,0.16,0.01,0.0,0.02,0.19,56,6.3
3626,7782,Space Invaders Extreme 2,DS,2009,Shooter,Square Enix,0.17,0.01,0.0,0.01,0.19,82,7.7
3627,7790,Final Fantasy XI,X360,2006,Role-Playing,Square Enix,0.17,0.01,0.0,0.01,0.19,66,6.5
3628,7793,Dante's Inferno,PSP,2010,Action,Electronic Arts,0.12,0.03,0.01,0.03,0.19,70,8.1
3629,7800,Supreme Commander 2,PC,2010,Strategy,Square Enix,0.0,0.15,0.0,0.04,0.19,77,6.2
3630,7801,DanceMasters,X360,2010,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.19,63,6.4
3631,7802,50 Cent: Blood on the Sand,PS3,2009,Shooter,THQ,0.1,0.06,0.01,0.03,0.19,72,6.8
